person_age,gender,city,urban_type,family_size,dependents,house_ownership,occupation,person_emp_length,income_seasonal,person_income,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,loan_tenor_months,nepra_income_tier,utility_units_per_month,monthly_bill_pkr,bills_paid_ontime_12mo,bills_late_12mo,payment_streak_months,has_mobile_wallet,wallet_provider,mobile_txn_per_month,has_smartphone,peer_defaults,has_guarantor,cb_person_default_on_file,cb_cred_hist_length_years,is_unbanked,loan_status,data_source
56,female,Karachi,urban,2,0,rent,Daily wage laborer,1.2,0,325188,medical_emergency,145657,25.0,0.448,3,very_low,82,1147.0,7,5,4,0,None,0,1,2,0,N,3,1,0,synthetic_PK_calibrated
49,male,Rawalpindi,urban,8,2,family_home,Informal factory worker,2.7,0,452952,equipment_purchase,137933,21.6,0.305,12,lower_middle,212,8368.0,8,4,5,0,None,0,1,2,0,N,2,0,0,synthetic_PK_calibrated
23,male,Peshawar,peri_urban,7,2,family_home,Informal factory worker,3.1,0,410292,inventory_purchase,101172,18.3,0.247,18,lower_middle,243,9591.0,7,5,4,0,None,0,1,4,1,Y,2,0,1,synthetic_PK_calibrated
26,male,Faisalabad,urban,8,3,rent,Street food vendor,7.4,1,488808,medical_emergency,116841,25.1,0.239,9,low,111,2994.0,5,7,5,0,None,0,1,5,0,N,2,0,1,synthetic_PK_calibrated
30,male,Lahore,urban,8,1,rent,Rickshaw/bike driver,1.1,0,492912,working_capital,12691,22.4,0.026,9,low,143,3857.0,6,6,5,0,None,0,1,3,0,N,1,0,1,synthetic_PK_calibrated
49,female,Peshawar,peri_urban,7,5,family_home,Small shopkeeper,2.1,0,466212,inventory_purchase,41389,20.7,0.089,18,lower_middle,239,9433.0,9,3,5,1,JazzCash,19,1,3,0,N,3,0,0,synthetic_PK_calibrated
34,male,Bahawalpur,rural_adjacent,5,1,rent,Construction worker,2.8,1,261564,working_capital,85952,23.2,0.329,6,low,199,5367.0,5,7,2,0,None,0,1,4,0,Y,0,0,0,synthetic_PK_calibrated
39,male,Multan,peri_urban,5,0,rent,Informal factory worker,1.6,0,485664,education,37822,18.4,0.078,12,lower_middle,185,7302.0,8,4,5,0,None,0,1,4,0,Y,1,1,1,synthetic_PK_calibrated
22,male,Multan,peri_urban,7,2,family_home,Daily wage laborer,4.8,0,314628,working_capital,43585,18.3,0.139,9,very_low,64,895.0,6,6,2,1,SadaPay,8,1,4,0,Y,2,1,0,synthetic_PK_calibrated
29,male,Faisalabad,urban,5,2,family_home,Street food vendor,13.6,1,397752,equipment_purchase,141123,24.1,0.355,3,low,122,3290.0,2,10,3,1,NayaPay,26,1,3,0,N,3,0,0,synthetic_PK_calibrated
50,male,Faisalabad,urban,8,3,family_home,Rickshaw/bike driver,1.0,0,519744,working_capital,37174,28.5,0.072,24,low,199,5367.0,6,6,5,0,None,0,1,4,1,Y,3,1,1,synthetic_PK_calibrated
35,female,Peshawar,peri_urban,8,3,own,Fruit/veg cart,13.0,0,414804,equipment_purchase,55502,26.5,0.134,12,very_low,84,1175.0,4,8,4,0,None,0,1,3,0,N,2,1,0,synthetic_PK_calibrated
24,male,Gujranwala,urban,2,0,rent,Small farmer,0.7,1,608124,home_repair,23069,21.5,0.038,18,lower_middle,314,12394.0,3,9,4,0,None,0,1,4,1,N,0,0,0,synthetic_PK_calibrated
33,male,Rawalpindi,urban,2,0,family_home,Domestic worker,5.3,0,258996,education,78338,22.8,0.302,6,very_low,55,769.0,4,8,2,1,JazzCash,8,1,2,0,Y,2,0,0,synthetic_PK_calibrated
55,male,Multan,peri_urban,4,2,family_home,Informal factory worker,3.0,0,326880,livestock,14705,27.9,0.045,3,lower_middle,301,11880.0,9,3,2,1,EasyPaisa,4,1,0,1,N,3,0,0,synthetic_PK_calibrated
25,male,Rawalpindi,urban,2,0,family_home,Domestic worker,0.8,0,291828,working_capital,74874,26.7,0.257,24,very_low,60,839.0,8,4,4,0,None,0,1,3,0,Y,1,0,1,synthetic_PK_calibrated
54,female,Rahim Yar Khan,rural_adjacent,2,0,rent,Street food vendor,2.9,1,461028,working_capital,36977,29.2,0.08,9,low,103,2778.0,4,8,5,0,None,0,1,2,0,N,1,0,0,synthetic_PK_calibrated
46,male,Sialkot,peri_urban,3,0,rent,Domestic worker,2.9,0,237204,inventory_purchase,8991,20.8,0.038,9,very_low,112,1567.0,6,6,2,0,None,0,1,2,0,N,3,1,0,synthetic_PK_calibrated
53,male,Gujranwala,urban,8,0,own,Construction worker,0.8,1,386316,inventory_purchase,49494,24.6,0.128,3,low,163,4396.0,3,9,6,1,NayaPay,12,0,3,1,N,2,0,0,synthetic_PK_calibrated
50,male,Karachi,urban,2,0,rent,Informal factory worker,1.4,0,350208,education,15633,28.9,0.045,24,lower_middle,284,11209.0,7,5,4,0,None,0,0,2,0,Y,2,0,0,synthetic_PK_calibrated
52,female,Peshawar,peri_urban,8,6,own,Rickshaw/bike driver,1.8,0,480828,education,72323,30.5,0.15,12,low,159,4288.0,5,7,6,1,JazzCash,13,1,3,0,N,3,0,1,synthetic_PK_calibrated
21,female,Karachi,urban,7,0,own,Construction worker,0.5,1,264312,home_repair,122957,29.0,0.465,9,low,211,5691.0,1,11,6,0,None,0,0,3,0,Y,3,0,1,synthetic_PK_calibrated
24,male,Peshawar,peri_urban,3,1,family_home,Construction worker,5.6,1,323400,equipment_purchase,100515,27.9,0.311,9,low,205,5529.0,6,6,4,0,None,0,0,5,0,Y,3,1,0,synthetic_PK_calibrated
25,male,Karachi,urban,2,0,family_home,Rickshaw/bike driver,3.2,0,357792,working_capital,90030,19.4,0.252,6,low,162,4369.0,5,7,3,1,EasyPaisa,31,1,3,0,N,2,0,0,synthetic_PK_calibrated
22,female,Lahore,urban,7,4,rent,Fruit/veg cart,4.6,0,261252,medical_emergency,40120,21.7,0.154,18,very_low,58,811.0,6,6,4,1,SadaPay,33,1,4,1,N,1,1,1,synthetic_PK_calibrated
45,male,Faisalabad,urban,4,2,family_home,Construction worker,9.2,1,387108,medical_emergency,9225,31.3,0.024,18,low,140,3776.0,3,9,4,0,None,0,1,2,1,N,3,0,0,synthetic_PK_calibrated
49,female,Lahore,urban,2,0,family_home,Informal factory worker,0.5,0,360960,education,78541,26.0,0.218,24,lower_middle,193,7618.0,5,7,4,0,None,0,1,3,0,N,2,0,1,synthetic_PK_calibrated
42,male,Gujranwala,urban,4,1,own,Domestic worker,0.5,0,359748,working_capital,17202,31.4,0.048,9,very_low,77,1077.0,3,9,4,1,NayaPay,13,0,3,0,Y,2,1,1,synthetic_PK_calibrated
50,female,Rahim Yar Khan,rural_adjacent,8,1,rent,Domestic worker,3.9,0,256548,home_repair,123960,35.4,0.483,18,very_low,87,1217.0,6,6,2,1,NayaPay,19,0,5,0,N,0,1,0,synthetic_PK_calibrated
30,male,Rahim Yar Khan,rural_adjacent,4,1,own,Daily wage laborer,1.6,0,272820,home_repair,114337,22.8,0.419,12,very_low,91,1273.0,7,5,4,0,None,0,1,4,1,N,1,1,1,synthetic_PK_calibrated
21,female,Rahim Yar Khan,rural_adjacent,7,3,rent,Small shopkeeper,0.6,0,385464,livestock,49264,35.3,0.128,6,lower_middle,202,7973.0,8,4,8,1,SadaPay,16,0,3,0,N,1,0,0,synthetic_PK_calibrated
24,male,Gujranwala,urban,4,0,rent,Rickshaw/bike driver,3.5,0,371496,education,28039,19.9,0.075,6,low,165,4450.0,5,7,5,1,SadaPay,32,1,4,0,N,1,1,0,synthetic_PK_calibrated
53,female,Rahim Yar Khan,rural_adjacent,3,1,rent,Construction worker,6.7,1,322332,livestock,9447,23.7,0.029,6,low,144,3884.0,7,5,6,1,NayaPay,22,1,4,0,Y,3,0,0,synthetic_PK_calibrated
31,female,Gujranwala,urban,3,0,rent,Small shopkeeper,3.0,0,803304,home_repair,137099,30.7,0.171,12,lower_middle,257,10144.0,7,5,7,1,SadaPay,11,1,1,1,N,0,0,0,synthetic_PK_calibrated
24,male,Faisalabad,urban,7,0,family_home,Small farmer,7.2,1,433356,home_repair,22401,24.8,0.052,24,lower_middle,256,10104.0,6,6,7,1,SadaPay,7,0,2,1,Y,3,0,0,synthetic_PK_calibrated
27,male,Karachi,urban,5,3,rent,Home-based worker,3.2,0,209052,working_capital,123903,28.6,0.593,24,very_low,110,1539.0,5,7,7,0,None,0,1,5,0,N,3,0,0,synthetic_PK_calibrated
53,male,Faisalabad,urban,2,0,family_home,Construction worker,3.8,1,481224,education,11088,35.0,0.023,6,low,192,5178.0,4,8,2,1,SadaPay,2,1,3,0,Y,0,1,1,synthetic_PK_calibrated
56,female,Rawalpindi,urban,3,0,family_home,Fruit/veg cart,1.4,0,251640,home_repair,125824,33.3,0.5,12,very_low,99,1385.0,6,6,4,0,None,0,1,4,0,N,3,0,0,synthetic_PK_calibrated
43,male,Faisalabad,urban,4,0,rent,Small farmer,3.2,1,305940,livestock,66797,28.3,0.218,12,lower_middle,242,9552.0,7,5,0,1,SadaPay,30,1,3,0,Y,0,1,0,synthetic_PK_calibrated
52,female,Multan,peri_urban,6,4,family_home,Rickshaw/bike driver,4.8,0,554556,education,148770,31.2,0.268,3,low,126,3398.0,8,4,3,1,SadaPay,17,1,4,1,N,2,1,0,synthetic_PK_calibrated
46,male,Sialkot,peri_urban,2,0,own,Construction worker,0.8,1,310440,home_repair,132870,30.0,0.428,9,low,183,4936.0,2,10,7,0,None,0,1,3,0,N,3,1,1,synthetic_PK_calibrated
38,male,Karachi,urban,7,1,rent,Daily wage laborer,5.7,0,309912,home_repair,117117,22.8,0.378,9,very_low,119,1665.0,5,7,3,1,NayaPay,12,1,4,1,N,2,0,1,synthetic_PK_calibrated
33,male,Peshawar,peri_urban,3,1,rent,Small shopkeeper,8.7,0,720012,livestock,30261,20.6,0.042,12,lower_middle,265,10460.0,8,4,7,1,SadaPay,33,0,1,0,N,2,0,0,synthetic_PK_calibrated
47,male,Gujranwala,urban,7,4,rent,Rickshaw/bike driver,7.4,0,288360,working_capital,18351,29.0,0.064,9,low,202,5448.0,3,9,5,0,None,0,1,2,0,Y,1,0,0,synthetic_PK_calibrated
49,male,Lahore,urban,8,1,family_home,Self-employed electrician,0.9,0,721632,inventory_purchase,44125,19.7,0.061,24,middle,373,17001.0,12,0,6,0,None,0,0,3,1,N,2,0,0,synthetic_PK_calibrated
23,female,Faisalabad,urban,6,2,rent,Construction worker,4.3,1,532728,home_repair,50984,24.5,0.096,24,low,116,3129.0,4,8,8,1,SadaPay,4,0,4,0,Y,0,1,1,synthetic_PK_calibrated
39,male,Gujranwala,urban,5,2,own,Small shopkeeper,2.5,0,649980,medical_emergency,63308,28.0,0.097,18,lower_middle,283,11170.0,9,3,8,0,None,0,1,0,0,N,1,0,1,synthetic_PK_calibrated
49,male,Rahim Yar Khan,rural_adjacent,4,1,rent,Daily wage laborer,6.4,0,305340,inventory_purchase,75656,31.1,0.248,3,very_low,113,1581.0,6,6,6,0,None,0,1,3,0,N,0,1,0,synthetic_PK_calibrated
27,female,Karachi,urban,2,0,family_home,Daily wage laborer,3.2,0,232008,working_capital,129766,35.8,0.559,18,very_low,59,825.0,4,8,3,0,None,0,1,4,1,Y,1,0,0,synthetic_PK_calibrated
28,male,Multan,peri_urban,8,1,family_home,Rickshaw/bike driver,4.0,0,451032,working_capital,121351,29.3,0.269,9,low,199,5367.0,6,6,4,1,JazzCash,7,1,5,0,N,1,1,0,synthetic_PK_calibrated
48,female,Karachi,urban,2,0,rent,Fruit/veg cart,5.3,0,404652,inventory_purchase,45213,26.6,0.112,24,very_low,50,700.0,7,5,2,0,None,0,1,4,0,Y,0,0,1,synthetic_PK_calibrated
39,female,Rawalpindi,urban,4,0,own,Construction worker,6.0,1,323016,medical_emergency,112879,20.9,0.349,24,low,101,2724.0,7,5,5,1,EasyPaisa,3,1,3,0,N,2,0,0,synthetic_PK_calibrated
44,male,Rawalpindi,urban,6,2,rent,Daily wage laborer,3.8,0,357612,medical_emergency,21291,20.5,0.06,6,very_low,90,1259.0,3,9,3,1,SadaPay,33,1,1,0,N,1,1,0,synthetic_PK_calibrated
26,male,Rawalpindi,urban,4,2,rent,Daily wage laborer,7.9,0,368808,working_capital,7039,32.8,0.019,12,very_low,119,1665.0,5,7,4,1,SadaPay,25,1,4,0,Y,1,0,1,synthetic_PK_calibrated
39,male,Gujranwala,urban,3,0,family_home,Small shopkeeper,6.4,0,823380,medical_emergency,83588,29.1,0.102,12,lower_middle,275,10854.0,5,7,8,0,None,0,1,2,0,Y,3,0,1,synthetic_PK_calibrated
35,male,Rahim Yar Khan,rural_adjacent,5,2,rent,Construction worker,0.6,1,358944,working_capital,98779,27.0,0.275,6,low,177,4774.0,5,7,2,0,None,0,0,1,0,N,2,0,0,synthetic_PK_calibrated
42,male,Sialkot,peri_urban,7,0,own,Self-employed electrician,1.2,0,749028,livestock,16654,28.7,0.022,6,middle,410,18688.0,6,6,8,1,EasyPaisa,33,1,3,1,Y,3,0,0,synthetic_PK_calibrated
49,male,Faisalabad,urban,6,2,family_home,Rickshaw/bike driver,5.4,0,571020,inventory_purchase,145105,21.4,0.254,9,low,149,4019.0,7,5,6,1,SadaPay,8,1,1,0,Y,3,1,0,synthetic_PK_calibrated
44,male,Faisalabad,urban,2,0,rent,Motorcycle mechanic,7.6,0,575880,education,67233,29.2,0.117,18,lower_middle,239,9433.0,6,6,6,0,None,0,1,1,0,N,3,1,0,synthetic_PK_calibrated
30,male,Rahim Yar Khan,rural_adjacent,4,0,family_home,Construction worker,4.7,1,358740,inventory_purchase,102083,34.2,0.285,3,low,205,5529.0,5,7,1,0,None,0,1,2,0,N,0,1,0,synthetic_PK_calibrated
29,female,Rahim Yar Khan,rural_adjacent,3,0,family_home,Construction worker,3.4,1,365532,working_capital,39261,33.7,0.107,3,low,115,3102.0,6,6,3,1,SadaPay,8,1,3,0,Y,2,0,1,synthetic_PK_calibrated
55,female,Peshawar,peri_urban,2,0,rent,Daily wage laborer,0.7,0,325704,working_capital,52266,18.8,0.16,9,very_low,107,1497.0,3,9,4,1,NayaPay,13,1,4,1,Y,3,0,0,synthetic_PK_calibrated
32,male,Karachi,urban,7,2,rent,Self-employed electrician,10.5,0,380844,education,79332,26.3,0.208,18,middle,387,17639.0,6,6,6,1,SadaPay,32,1,2,0,N,0,0,0,synthetic_PK_calibrated
53,male,Multan,peri_urban,5,2,rent,Street food vendor,0.5,1,385536,equipment_purchase,65064,28.3,0.169,3,low,106,2859.0,6,6,3,0,None,0,1,5,0,N,0,0,0,synthetic_PK_calibrated
37,male,Lahore,urban,6,0,own,Fruit/veg cart,3.0,0,300000,home_repair,89463,28.2,0.298,24,very_low,74,1035.0,6,6,6,0,None,0,0,4,0,N,2,0,0,synthetic_PK_calibrated
39,female,Karachi,urban,6,3,rent,Daily wage laborer,7.7,0,324900,inventory_purchase,118466,29.8,0.365,12,very_low,78,1091.0,7,5,5,0,None,0,0,5,0,Y,2,1,1,synthetic_PK_calibrated
20,male,Multan,peri_urban,8,0,family_home,Domestic worker,18.2,0,256488,medical_emergency,21705,34.2,0.085,3,very_low,117,1637.0,4,8,4,0,None,0,1,5,0,Y,3,0,0,synthetic_PK_calibrated
52,male,Lahore,urban,8,3,family_home,Informal factory worker,4.3,0,427488,home_repair,26169,30.0,0.061,24,lower_middle,315,12433.0,7,5,7,0,None,0,0,3,1,Y,2,0,1,synthetic_PK_calibrated
24,male,Multan,peri_urban,2,0,rent,Home-based worker,0.5,0,216264,medical_emergency,19674,24.3,0.091,6,very_low,71,993.0,5,7,0,0,None,0,0,3,0,Y,3,0,0,synthetic_PK_calibrated
54,male,Bahawalpur,rural_adjacent,8,6,rent,Informal factory worker,14.3,0,407652,livestock,63676,32.8,0.156,12,lower_middle,229,9039.0,7,5,5,0,None,0,1,4,1,N,1,0,0,synthetic_PK_calibrated
38,male,Peshawar,peri_urban,4,1,rent,Construction worker,3.5,1,460836,inventory_purchase,49327,28.4,0.107,24,low,141,3803.0,8,4,6,1,EasyPaisa,3,0,5,0,Y,2,0,0,synthetic_PK_calibrated
52,male,Lahore,urban,2,0,own,Small shopkeeper,1.0,0,824352,medical_emergency,149779,29.8,0.182,9,lower_middle,287,11328.0,8,4,8,1,JazzCash,18,0,0,0,N,3,1,0,synthetic_PK_calibrated
48,male,Karachi,urban,4,0,rent,Rickshaw/bike driver,23.0,0,465228,education,112251,26.4,0.241,6,low,110,2967.0,6,6,4,1,SadaPay,17,0,4,0,N,1,0,1,synthetic_PK_calibrated
51,female,Gujranwala,urban,4,2,rent,Self-employed electrician,0.7,0,574584,home_repair,32785,23.0,0.057,24,middle,308,14039.0,9,3,7,1,JazzCash,8,0,2,1,N,3,1,0,synthetic_PK_calibrated
50,female,Peshawar,peri_urban,5,1,family_home,Construction worker,0.7,1,419448,livestock,137721,20.7,0.328,6,low,110,2967.0,6,6,4,1,NayaPay,29,0,5,0,Y,0,0,0,synthetic_PK_calibrated
30,male,Sialkot,peri_urban,2,0,rent,Construction worker,2.0,1,536376,medical_emergency,134814,18.6,0.251,12,low,120,3236.0,3,9,2,0,None,0,1,3,0,Y,2,0,1,synthetic_PK_calibrated
44,male,Lahore,urban,8,1,rent,Self-employed electrician,6.1,0,365856,working_capital,48026,18.5,0.131,9,middle,326,14859.0,8,4,9,0,None,0,1,3,0,N,2,0,0,synthetic_PK_calibrated
30,male,Multan,peri_urban,7,0,family_home,Small shopkeeper,8.8,0,369480,working_capital,102475,24.6,0.277,3,lower_middle,192,7578.0,9,3,8,0,None,0,1,3,1,Y,0,1,1,synthetic_PK_calibrated
52,male,Faisalabad,urban,8,0,rent,Rickshaw/bike driver,2.5,0,450276,working_capital,24046,24.6,0.053,3,low,191,5151.0,7,5,3,1,NayaPay,16,1,2,1,N,1,0,0,synthetic_PK_calibrated
44,male,Peshawar,peri_urban,2,0,rent,Home-based worker,1.5,0,259320,livestock,35134,31.7,0.135,18,very_low,65,909.0,4,8,4,0,None,0,1,3,0,Y,2,0,0,synthetic_PK_calibrated
32,male,Rahim Yar Khan,rural_adjacent,7,5,own,Street food vendor,3.5,1,243552,inventory_purchase,148626,19.1,0.61,9,low,166,4477.0,5,7,1,1,JazzCash,8,0,4,0,Y,1,0,0,synthetic_PK_calibrated
21,male,Faisalabad,urban,7,3,own,Domestic worker,0.5,0,236292,education,129115,34.8,0.546,18,very_low,107,1497.0,4,8,6,1,NayaPay,5,1,2,0,Y,3,1,1,synthetic_PK_calibrated
29,male,Gujranwala,urban,4,1,family_home,Domestic worker,8.9,0,237924,livestock,110856,35.6,0.466,24,very_low,61,853.0,6,6,2,0,None,0,1,4,0,Y,3,0,0,synthetic_PK_calibrated
50,female,Lahore,urban,8,2,family_home,Small shopkeeper,0.6,0,380604,working_capital,30259,24.4,0.08,3,lower_middle,276,10894.0,10,2,8,1,SadaPay,22,1,0,0,N,3,0,0,synthetic_PK_calibrated
34,female,Faisalabad,urban,3,1,rent,Construction worker,3.9,1,499788,inventory_purchase,35653,27.4,0.071,6,low,118,3182.0,4,8,1,0,None,0,1,5,0,Y,0,0,1,synthetic_PK_calibrated
37,female,Multan,peri_urban,2,0,rent,Domestic worker,0.8,0,217416,inventory_purchase,98758,24.6,0.454,3,very_low,69,965.0,6,6,4,0,None,0,0,5,0,Y,2,1,1,synthetic_PK_calibrated
32,male,Multan,peri_urban,5,1,rent,Construction worker,5.1,1,317280,inventory_purchase,109319,18.9,0.345,9,low,129,3479.0,6,6,5,1,SadaPay,32,0,3,0,Y,3,0,0,synthetic_PK_calibrated
39,female,Lahore,urban,5,3,rent,Informal factory worker,3.6,0,431652,home_repair,57195,32.3,0.133,24,lower_middle,290,11446.0,9,3,3,0,None,0,0,3,0,N,3,1,0,synthetic_PK_calibrated
48,female,Lahore,urban,6,3,family_home,Daily wage laborer,2.3,0,238980,home_repair,9409,34.0,0.039,12,very_low,60,839.0,5,7,5,0,None,0,1,1,0,N,2,0,0,synthetic_PK_calibrated
31,male,Lahore,urban,3,1,rent,Rickshaw/bike driver,4.4,0,547212,medical_emergency,124024,28.4,0.227,3,low,214,5772.0,7,5,6,1,SadaPay,22,1,2,1,N,2,0,0,synthetic_PK_calibrated
55,female,Peshawar,peri_urban,4,0,rent,Rickshaw/bike driver,4.7,0,364104,working_capital,142286,32.0,0.391,6,low,164,4423.0,8,4,4,0,None,0,1,2,0,N,0,1,1,synthetic_PK_calibrated
36,female,Faisalabad,urban,3,1,rent,Rickshaw/bike driver,7.1,0,446796,equipment_purchase,108512,21.2,0.243,18,low,111,2994.0,7,5,6,0,None,0,0,4,0,N,2,1,0,synthetic_PK_calibrated
24,female,Peshawar,peri_urban,4,0,family_home,Daily wage laborer,4.6,0,281304,working_capital,83253,26.6,0.296,24,very_low,92,1287.0,2,10,4,0,None,0,1,4,1,Y,1,1,1,synthetic_PK_calibrated
43,male,Bahawalpur,rural_adjacent,3,0,family_home,Domestic worker,9.4,0,174000,education,29641,27.1,0.17,6,very_low,68,951.0,5,7,5,1,NayaPay,7,1,4,0,N,1,1,1,synthetic_PK_calibrated
52,male,Sialkot,peri_urban,3,0,rent,Small shopkeeper,4.7,0,826992,working_capital,14515,19.5,0.018,12,lower_middle,280,11052.0,9,3,8,1,SadaPay,16,1,3,0,N,3,0,0,synthetic_PK_calibrated
21,male,Gujranwala,urban,8,0,family_home,Fruit/veg cart,4.8,0,291120,education,43682,22.6,0.15,9,very_low,76,1063.0,4,8,1,1,NayaPay,23,1,4,0,Y,2,1,1,synthetic_PK_calibrated
56,male,Lahore,urban,2,0,rent,Daily wage laborer,0.5,0,234624,working_capital,71473,20.4,0.305,12,very_low,63,881.0,6,6,5,1,NayaPay,25,1,4,0,N,0,0,0,synthetic_PK_calibrated
22,male,Bahawalpur,rural_adjacent,7,3,rent,Daily wage laborer,0.5,0,241200,equipment_purchase,33015,26.2,0.137,12,very_low,86,1203.0,5,7,3,0,None,0,1,3,0,N,3,0,0,synthetic_PK_calibrated
46,male,Lahore,urban,6,2,rent,Informal factory worker,4.2,0,360420,education,115224,34.4,0.32,24,lower_middle,291,11486.0,5,7,6,1,JazzCash,5,1,2,0,Y,1,0,0,synthetic_PK_calibrated
48,male,Rawalpindi,urban,2,0,rent,Motorcycle mechanic,1.9,0,452676,education,118254,24.5,0.261,3,lower_middle,239,9433.0,7,5,11,0,None,0,0,2,0,N,0,1,0,synthetic_PK_calibrated
30,female,Bahawalpur,rural_adjacent,6,3,rent,Rickshaw/bike driver,2.3,0,473160,education,12444,21.3,0.026,9,low,137,3695.0,3,9,5,0,None,0,0,3,0,N,3,1,0,synthetic_PK_calibrated
37,female,Multan,peri_urban,2,0,family_home,Rickshaw/bike driver,1.9,0,333600,equipment_purchase,87424,28.2,0.262,9,low,174,4693.0,6,6,5,0,None,0,1,3,0,Y,3,0,0,synthetic_PK_calibrated
48,male,Karachi,urban,7,3,family_home,Home-based worker,0.5,0,192144,education,52457,35.4,0.273,9,very_low,81,1133.0,6,6,3,1,EasyPaisa,6,0,3,0,Y,1,0,0,synthetic_PK_calibrated
32,male,Bahawalpur,rural_adjacent,7,1,family_home,Daily wage laborer,2.5,0,350256,inventory_purchase,41843,34.2,0.119,18,very_low,77,1077.0,4,8,4,0,None,0,1,3,1,N,3,1,0,synthetic_PK_calibrated
51,male,Faisalabad,urban,4,1,rent,Street food vendor,6.8,1,471300,equipment_purchase,80888,34.9,0.172,24,low,154,4153.0,8,4,4,0,None,0,1,5,1,N,0,0,0,synthetic_PK_calibrated
20,female,Rawalpindi,urban,2,0,family_home,Home-based worker,1.2,0,217380,medical_emergency,20151,33.9,0.093,18,very_low,62,867.0,6,6,5,0,None,0,1,3,0,Y,1,0,0,synthetic_PK_calibrated
47,female,Peshawar,peri_urban,6,4,rent,Domestic worker,3.5,0,285216,home_repair,118850,21.4,0.417,12,very_low,86,1203.0,6,6,2,0,None,0,1,4,1,Y,2,1,1,synthetic_PK_calibrated
50,female,Rawalpindi,urban,3,0,rent,Construction worker,1.0,1,512928,medical_emergency,111052,26.2,0.217,3,low,218,5879.0,4,8,4,1,SadaPay,18,1,3,0,Y,3,0,0,synthetic_PK_calibrated
46,female,Faisalabad,urban,8,3,own,Domestic worker,1.0,0,233532,livestock,146319,20.7,0.627,24,very_low,108,1511.0,5,7,7,0,None,0,1,5,0,N,2,0,1,synthetic_PK_calibrated
55,male,Rawalpindi,urban,3,1,rent,Domestic worker,4.3,0,351708,livestock,148932,24.6,0.423,6,very_low,95,1329.0,5,7,3,0,None,0,1,2,0,N,1,0,0,synthetic_PK_calibrated
47,male,Rawalpindi,urban,8,2,family_home,Construction worker,3.7,1,499728,home_repair,94680,20.9,0.189,6,low,183,4936.0,2,10,1,0,None,0,1,2,0,N,3,0,1,synthetic_PK_calibrated
41,male,Gujranwala,urban,6,0,family_home,Home-based worker,6.4,0,176328,livestock,90312,31.3,0.512,9,very_low,96,1343.0,8,4,5,0,None,0,1,5,0,Y,0,1,0,synthetic_PK_calibrated
36,male,Karachi,urban,2,0,rent,Street food vendor,7.7,1,251772,inventory_purchase,88394,32.8,0.351,6,low,162,4369.0,7,5,3,0,None,0,1,1,0,N,1,1,1,synthetic_PK_calibrated
26,female,Multan,peri_urban,4,1,rent,Street food vendor,6.6,1,366864,medical_emergency,66491,31.1,0.181,12,low,128,3452.0,3,9,5,1,JazzCash,28,1,2,1,Y,0,1,1,synthetic_PK_calibrated
36,female,Faisalabad,urban,8,2,rent,Street food vendor,3.3,1,284016,working_capital,93022,23.0,0.328,9,low,205,5529.0,4,8,5,1,JazzCash,16,0,3,1,N,2,1,1,synthetic_PK_calibrated
25,male,Bahawalpur,rural_adjacent,2,0,own,Self-employed electrician,0.9,0,566952,livestock,149922,21.7,0.264,18,middle,405,18460.0,7,5,4,0,None,0,1,1,0,N,3,1,1,synthetic_PK_calibrated
52,male,Sialkot,peri_urban,3,1,family_home,Small shopkeeper,2.3,0,481548,home_repair,113033,22.6,0.235,6,lower_middle,273,10775.0,10,2,7,0,None,0,0,3,0,N,3,0,0,synthetic_PK_calibrated
56,male,Rawalpindi,urban,8,3,family_home,Small shopkeeper,12.8,0,862980,livestock,16891,34.2,0.02,24,lower_middle,279,11012.0,10,2,9,1,EasyPaisa,13,0,2,0,Y,3,1,0,synthetic_PK_calibrated
48,female,Rawalpindi,urban,6,1,rent,Street food vendor,1.2,1,344448,education,83066,28.1,0.241,18,low,110,2967.0,8,4,6,0,None,0,1,5,0,Y,3,1,1,synthetic_PK_calibrated
38,female,Multan,peri_urban,6,3,rent,Small shopkeeper,11.8,0,459276,equipment_purchase,145586,19.7,0.317,9,lower_middle,275,10854.0,5,7,6,1,EasyPaisa,32,1,2,1,Y,2,1,1,synthetic_PK_calibrated
37,male,Karachi,urban,8,6,own,Domestic worker,0.5,0,170040,working_capital,59345,19.2,0.349,24,very_low,67,937.0,4,8,5,1,JazzCash,23,1,3,0,N,2,0,0,synthetic_PK_calibrated
38,male,Gujranwala,urban,2,0,rent,Daily wage laborer,2.7,0,364392,equipment_purchase,8321,29.8,0.023,3,very_low,84,1175.0,8,4,3,0,None,0,1,3,0,Y,2,1,1,synthetic_PK_calibrated
42,female,Rawalpindi,urban,7,5,rent,Daily wage laborer,4.6,0,311112,inventory_purchase,93247,27.4,0.3,12,very_low,56,783.0,5,7,5,1,NayaPay,30,1,4,0,Y,1,0,0,synthetic_PK_calibrated
44,male,Peshawar,peri_urban,4,0,rent,Self-employed electrician,2.8,0,768900,inventory_purchase,146916,30.4,0.191,24,middle,315,14358.0,7,5,8,1,EasyPaisa,9,1,4,0,Y,0,0,0,synthetic_PK_calibrated
34,male,Multan,peri_urban,5,0,rent,Daily wage laborer,0.5,0,293328,medical_emergency,27623,33.9,0.094,9,very_low,82,1147.0,5,7,2,0,None,0,1,4,1,Y,0,1,1,synthetic_PK_calibrated
